,lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar
4962,6,5,11,7,8,6,6,6,6,8
4963,6,5,10,5,8,4,5,6,6,10
4964,6,5,8,6,7,7,7,9,5,8
4965,6,2,4,3,3,2,6,7,5,10
4966,6,3,5,4,4,2,6,7,5,10
4967,6,3,7,4,5,2,8,7,8,11
4968,6,1,0,2,1,0,8,7,6,10
4969,6,4,6,6,4,5,7,9,6,7
4970,6,4,9,5,7,4,5,6,6,10
4971,6,5,10,6,8,4,6,6,8,9
4972,6,8,10,6,5,3,8,5,4,8
4973,6,6,11,8,8,9,8,4,5,13
4974,6,3,7,4,5,2,8,8,8,10
4975,6,4,9,4,4,3,7,7,3,7
4976,6,7,9,9,8,10,7,8,6,9
4977,6,2,4,3,2,1,7,8,5,10
4978,6,5,11,6,8,3,8,7,8,10
4979,6,8,14,7,8,4,8,4,5,8
4980,6,4,7,5,5,3,5,8,6,9
4981,6,5,7,6,5,6,7,8,6,7
4982,6,3,6,4,4,2,6,6,5,8
4983,6,4,10,5,8,3,7,6,8,11
4984,6,5,11,7,8,5,5,6,6,7
4985,6,3,5,4,4,2,6,7,5,10
4986,6,1,3,2,2,1,7,7,4,10
4987,6,1,0,2,0,0,8,6,5,10
4988,6,7,9,10,8,11,7,7,6,9
4989,6,7,12,6,6,4,8,3,4,8
4990,6,4,7,5,5,3,6,6,6,7
4991,6,2,3,4,2,2,7,6,6,9
4992,6,7,11,6,6,3,9,4,4,9
4993,6,3,5,4,7,2,7,6,8,10
4994,6,3,5,4,4,3,6,7,5,10
4995,6,2,6,3,4,2,7,6,6,10
4996,6,6,8,8,7,8,7,10,6,8
4997,6,3,4,4,3,2,6,6,6,9
4998,6,6,10,8,7,5,6,6,6,8
4999,6,4,6,5,4,6,8,5,4,10
5000,6,5,11,7,8,8,7,6,7,8
5001,6,4,5,5,4,3,6,6,6,9
5002,6,6,11,7,8,6,6,7,7,6
5003,6,3,7,4,5,3,6,6,6,10
5004,6,4,6,4,4,2,6,7,6,9
5005,6,2,5,3,3,2,7,7,7,9
5006,6,2,3,2,2,1,7,6,6,9
5007,6,3,3,4,5,2,7,7,8,10
5008,6,5,9,4,4,2,11,3,2,10
5009,6,4,9,5,7,3,8,8,8,11
5010,6,2,3,3,1,2,7,7,6,9
5011,6,5,9,6,6,4,7,6,7,10
5012,6,3,5,4,4,2,6,6,6,10
5013,6,5,7,7,5,6,7,7,5,8
5014,6,2,3,3,2,1,6,7,5,10
5015,6,3,7,4,5,2,8,7,8,11
5016,6,3,6,4,4,2,7,7,7,9
5017,6,6,11,6,8,5,6,6,6,8
5018,6,6,8,8,7,8,8,6,6,9
5019,6,5,9,4,4,3,8,6,4,8
5020,6,3,4,4,3,2,6,7,5,10
5021,6,4,7,6,5,5,7,7,6,7
5022,6,8,13,7,7,4,7,3,6,7
5023,6,6,10,7,8,9,8,6,4,13
5024,6,7,13,6,8,5,7,6,4,7
5025,6,4,6,6,5,5,8,10,5,10
5026,6,4,4,5,6,2,7,6,7,11
5027,6,2,4,3,3,2,6,7,6,9
5028,6,3,5,5,4,3,6,6,6,8
5029,6,2,6,3,4,2,8,8,6,11
5030,6,9,13,8,7,4,11,3,3,11
5031,6,7,10,7,8,4,7,6,7,8
5032,6,4,10,5,7,4,5,6,6,10
5033,6,3,4,4,3,2,6,6,6,9
5034,6,1,3,2,2,1,6,7,5,10
5035,6,2,7,3,5,2,7,7,7,11
5036,6,3,5,4,4,2,6,6,5,10
5037,6,2,0,2,1,1,8,6,6,10
5038,6,2,1,3,2,2,7,7,5,9
5039,6,5,10,7,8,8,9,6,5,10
5040,6,2,3,3,1,1,7,7,5,10
5041,6,4,10,5,8,3,7,5,8,10
5042,6,6,8,8,7,8,7,10,6,8
5043,6,4,11,5,8,3,7,6,9,11
5044,6,1,0,2,1,1,8,7,6,10
5045,6,7,14,6,8,5,7,6,3,7
5046,6,2,3,3,2,1,6,7,5,10
5047,6,5,10,6,7,7,7,5,6,7
5048,6,7,11,7,8,6,6,6,6,7
5049,6,2,5,4,3,2,7,7,6,9
5050,6,4,8,6,6,6,7,9,6,7
5051,6,3,5,4,4,2,7,6,6,9
5052,6,4,5,5,8,2,7,6,8,11
5053,6,4,7,6,5,3,6,6,6,8
5054,6,4,11,5,8,4,7,7,7,11
5055,6,3,7,5,5,5,9,7,6,8
5056,6,3,4,4,3,2,6,7,5,9
5057,6,7,9,7,7,5,5,7,6,10
5058,6,6,10,7,8,5,6,6,6,8
5059,6,1,3,2,1,1,7,7,5,10
5060,6,5,10,6,8,4,7,6,7,8
5061,6,4,7,5,5,3,6,7,7,9
5062,6,6,10,8,8,8,7,9,6,7
5063,6,2,5,3,4,2,6,7,6,9
5064,6,1,3,2,2,1,7,6,5,9
5065,6,3,3,4,5,2,7,7,7,11
5066,6,2,3,3,2,1,7,7,5,9
5067,6,4,7,5,5,3,7,6,7,8
5068,6,2,3,3,2,1,7,7,6,9
5069,6,2,1,2,1,1,8,6,6,10
5070,6,5,5,6,7,3,7,4,7,11
5071,6,1,0,1,1,0,7,7,6,10
5072,6,6,8,8,7,9,7,6,6,9
5073,6,2,6,3,4,2,7,6,6,11
5074,6,9,14,7,8,5,9,5,5,8
5075,6,3,6,4,4,3,6,7,6,10
5076,6,4,8,5,6,2,8,6,8,10
5077,6,5,9,5,7,4,5,7,6,9
5078,6,4,5,5,4,3,7,6,6,8
5079,6,5,9,7,7,5,6,7,7,8
5080,6,5,10,5,8,4,5,7,6,9
5081,6,3,9,4,7,2,7,6,8,11
5082,6,6,11,5,6,4,8,7,4,8
5083,6,5,10,7,7,6,6,6,7,8
5084,6,6,11,6,6,3,7,7,6,6
5085,6,4,7,4,5,3,6,7,6,9
5086,6,3,7,4,5,2,7,6,8,10
5087,6,4,8,5,6,4,7,6,7,11
5088,6,3,6,4,4,2,6,7,6,10
5089,6,2,3,3,1,1,7,7,5,10
5090,6,4,9,6,7,6,7,7,6,8
5091,6,2,1,4,3,2,7,7,6,9
5092,6,3,2,4,3,2,7,6,6,9
5093,6,4,6,4,4,3,6,7,5,10
5094,6,4,7,4,5,3,6,6,6,10
5095,6,5,7,7,6,7,6,10,5,7
5096,6,4,9,5,6,3,6,7,7,10
5097,6,2,4,3,2,2,6,7,5,9
5098,6,5,8,5,6,3,6,7,7,9
5099,6,3,8,4,6,3,8,8,7,11
5100,6,3,7,4,5,2,7,7,8,10
5101,6,3,8,4,6,3,8,8,7,11
5102,6,5,11,6,8,3,7,6,8,11
5103,6,4,2,5,4,3,7,6,6,8
5104,6,4,5,5,8,2,7,6,8,11
5105,6,2,1,3,2,2,7,7,5,9
5106,6,10,15,9,8,5,8,4,5,8
5107,6,4,4,6,6,2,8,5,8,10
5108,6,6,11,7,8,5,6,7,7,9
5109,6,3,8,5,6,4,6,6,6,9
5110,6,3,2,4,4,3,7,7,6,9
5111,6,2,3,3,2,1,7,7,6,9
5112,6,6,9,8,7,8,7,10,6,7
5113,6,4,7,5,5,3,7,7,6,9
5114,6,7,10,6,5,4,8,4,4,7
5115,6,2,1,3,2,2,7,7,5,9
5116,6,7,12,6,7,3,10,4,4,9
5117,6,6,10,8,8,6,6,6,6,8
5118,6,6,11,7,8,5,5,7,6,9
5119,6,4,3,5,4,3,6,6,5,8
5120,6,9,14,7,8,5,8,7,5,8
5121,6,4,9,4,6,3,6,7,6,9
5122,6,7,9,6,5,3,10,5,4,9
5123,6,6,11,5,6,3,11,4,3,9
5124,6,5,11,7,8,5,6,6,7,8
5125,6,4,4,5,6,3,7,6,8,11
5126,6,4,5,5,8,2,7,6,8,11
5127,6,7,12,6,6,4,7,6,4,8
5128,6,4,6,6,4,5,7,7,5,8
5129,6,4,7,4,5,2,6,7,6,9
5130,6,4,10,6,8,7,8,6,5,10
5131,6,1,0,1,0,0,7,6,6,10
5132,6,1,1,2,1,1,7,7,5,9
5133,6,4,9,5,7,2,8,6,8,10
5134,6,4,6,6,6,6,7,7,5,8
5135,6,5,10,6,7,4,6,7,7,9
5136,6,8,14,7,8,5,8,6,4,8
5137,6,7,11,9,9,12,8,7,4,14
5138,6,6,9,5,4,3,8,3,4,9
5139,6,6,11,7,8,4,7,6,7,8
5140,6,2,1,2,2,1,8,6,6,10
5141,6,7,11,7,8,6,6,6,6,10
5142,6,6,10,8,7,5,7,7,7,8
5143,6,5,9,6,6,7,9,6,5,11
5144,6,4,9,5,7,3,8,7,8,10
5145,6,4,7,6,5,6,7,7,6,9
5146,6,2,4,3,3,2,6,7,5,9
5147,6,3,6,4,4,4,7,8,5,8
5148,6,6,9,6,4,3,7,3,5,7
5149,6,2,3,3,2,1,6,7,5,10
5150,6,3,6,4,4,2,8,6,7,11
5151,6,5,9,7,7,7,7,9,6,8
5152,6,4,6,5,4,3,5,9,5,9
5153,6,3,9,5,6,4,6,6,6,9
5154,6,2,1,4,3,2,6,7,6,9
5155,6,3,4,4,6,2,8,8,8,11
5156,6,4,4,5,6,2,8,5,7,10
5157,6,6,11,8,9,9,9,7,5,10
5158,6,5,10,6,8,6,6,5,7,9
5159,6,3,5,4,4,2,6,6,5,10
5160,6,4,6,5,4,3,7,6,5,10
5161,6,4,8,5,6,3,6,6,7,9
5162,6,4,8,6,6,4,6,6,6,9
5163,6,3,3,5,5,2,8,6,7,11
5164,6,2,4,3,3,2,6,7,5,9
5165,6,3,2,4,4,2,6,6,5,8
5166,6,2,3,3,2,1,7,6,5,9
5167,6,4,7,4,5,3,6,7,5,10
5168,6,2,1,2,1,1,8,6,6,10
5169,6,5,11,6,8,7,7,8,6,7
5170,6,5,11,7,8,5,7,6,7,8
5171,6,2,0,2,1,1,8,6,6,10
5172,6,7,13,6,7,3,9,6,5,8
5173,6,3,4,4,6,2,7,6,8,11
5174,6,7,11,9,8,11,8,5,4,13
5175,6,6,11,8,9,6,6,6,7,6
5176,6,7,10,7,8,6,5,7,6,10
5177,6,4,9,5,7,3,8,8,8,11
5178,6,4,9,6,7,7,7,9,6,7
5179,6,2,3,2,1,1,7,7,5,9
5180,6,1,0,2,1,0,8,6,6,10
5181,6,3,7,4,5,2,8,7,8,11
5182,6,3,4,5,7,2,8,7,9,10
5183,6,3,5,4,4,2,6,7,6,9
5184,6,7,9,7,7,5,6,7,6,10
5185,6,3,4,4,3,2,6,7,5,9
5186,6,4,7,5,5,5,9,5,5,9
5187,6,6,9,5,5,4,8,4,5,8
5188,6,4,6,5,4,3,6,7,6,10
5189,6,5,8,6,6,3,7,7,7,9
5190,6,2,3,3,2,2,7,7,5,9
5191,6,3,8,4,6,3,6,6,6,8
5192,6,4,8,5,6,3,5,6,5,7
5193,6,4,9,5,7,4,5,7,6,9
5194,6,3,5,4,3,2,6,7,5,9
5195,6,6,10,6,8,5,7,6,6,7
5196,6,7,10,9,8,9,9,4,6,8
5197,6,5,8,7,6,4,6,7,6,8
5198,6,3,4,4,6,2,7,5,7,11
5199,6,5,8,6,6,4,6,6,7,9
5200,6,3,5,4,7,2,7,7,8,11
5201,6,6,9,6,7,5,5,6,6,10
5202,6,2,3,3,1,1,7,7,5,10
5203,6,6,8,6,6,4,7,6,6,9
5204,6,5,11,6,8,4,6,7,7,9
5205,6,3,1,4,2,2,7,7,5,8
5206,6,2,4,2,2,1,6,7,5,9
5207,6,3,8,4,6,2,8,5,8,10
5208,6,2,4,3,3,2,6,7,5,9
5209,6,6,9,7,7,4,6,7,7,9
5210,6,8,15,7,8,6,8,5,4,8
5211,6,3,6,3,4,2,7,7,6,10
5212,6,6,6,7,8,3,8,5,8,11
5213,6,5,8,6,6,6,7,7,6,7
5214,6,6,11,6,8,4,6,7,7,8
5215,6,3,6,4,4,3,6,7,5,9
5216,6,6,10,6,7,5,5,7,6,8
5217,6,7,15,6,8,5,8,7,4,8
5218,6,5,11,6,8,9,7,5,4,14
5219,6,3,5,4,4,2,5,7,5,9
5220,6,5,9,4,4,3,8,6,5,8
5221,6,3,3,4,5,2,7,8,8,10
5222,6,7,8,9,7,10,7,6,5,7
5223,6,2,4,3,3,2,6,7,5,9
5224,6,4,7,4,5,3,7,6,6,9
5225,6,6,10,7,8,5,6,7,7,8
5226,6,4,8,4,6,3,7,7,6,9
5227,6,4,8,5,6,3,7,7,8,9
5228,6,4,7,6,5,3,5,5,5,7
5229,6,2,4,3,3,2,6,7,5,9
5230,6,3,4,4,2,2,6,7,5,9
5231,6,4,7,4,5,3,6,7,6,9
5232,6,2,2,3,3,2,7,6,6,9
5233,6,7,11,7,8,5,7,6,7,7
5234,6,7,10,6,6,3,7,6,6,7
5235,6,6,8,8,6,7,7,10,6,7
5236,6,1,0,2,0,0,8,6,5,10
5237,6,5,7,5,5,4,6,8,5,9
5238,6,3,9,5,6,3,6,7,7,9
5239,6,4,8,4,6,3,6,7,6,9
5240,6,4,7,6,5,3,7,6,7,8
5241,6,3,7,5,5,5,7,9,6,8
5242,6,4,8,4,6,3,7,7,6,9
5243,6,1,0,2,1,1,8,6,6,10
5244,6,2,1,3,2,2,6,7,6,9
5245,6,3,7,4,5,2,7,6,8,11
5246,6,2,4,3,3,2,6,7,5,10
5247,6,3,2,5,3,3,7,7,6,8
5248,6,5,11,6,8,5,5,7,6,8
5249,6,4,4,5,7,2,7,7,8,11
5250,6,4,7,5,5,3,5,7,5,9
5251,6,4,8,5,6,3,7,7,7,9
5252,6,5,8,7,7,7,7,8,6,8
5253,6,3,5,4,4,2,6,7,5,9
5254,6,3,4,4,7,2,6,5,8,11
5255,6,7,14,6,8,5,7,7,5,8
5256,6,2,0,2,1,1,8,6,6,10
5257,6,5,9,4,4,3,7,6,3,6
5258,6,6,11,6,8,5,5,6,5,9
5259,6,1,0,2,0,1,8,6,5,10
5260,6,3,5,4,3,2,6,7,5,9
5261,6,2,2,4,3,2,6,7,6,9
5262,6,2,4,3,3,2,6,7,5,9
5263,6,2,1,2,1,1,8,6,6,10
5264,6,4,8,6,6,3,6,6,6,8
5265,6,4,6,4,4,3,6,7,5,9
5266,6,4,8,5,6,4,8,7,8,10
5267,6,3,8,4,6,2,7,6,8,11
5268,6,8,11,7,6,4,7,6,6,7
5269,6,5,10,6,8,3,7,6,8,11
5270,6,4,7,4,5,2,6,7,6,9
5271,6,6,10,8,8,8,6,6,6,7
5272,6,4,10,6,8,7,7,9,6,7
5273,6,5,11,6,8,8,8,4,4,13
5274,6,5,9,4,5,2,7,4,4,8
5275,6,5,4,6,6,3,8,8,8,11
5276,6,6,11,8,8,9,8,7,6,7
5277,6,3,6,4,4,3,7,6,6,8
5278,6,2,1,2,1,1,8,6,6,10
5279,6,1,0,2,1,0,8,6,6,10
5280,6,7,12,6,6,4,7,8,4,7
5281,6,7,11,8,8,5,6,6,7,9
5282,6,5,7,6,5,4,5,7,6,10
5283,6,4,6,6,6,6,8,9,6,9
5284,6,1,0,1,0,0,8,7,5,10
5285,6,8,12,6,6,5,8,8,4,8
5286,6,2,6,3,4,2,7,7,7,11
5287,6,4,7,5,5,5,8,7,6,9
5288,6,2,1,3,2,1,6,7,5,8
5289,6,3,6,4,4,4,7,8,5,8
5290,6,6,10,7,7,5,5,7,6,10
5291,6,4,4,5,6,2,7,5,7,11
5292,6,4,6,5,4,3,6,7,6,9
5293,6,4,7,5,5,4,6,7,6,9
5294,6,5,10,6,8,5,7,7,7,11
5295,6,2,4,3,3,2,6,7,5,9
5296,6,4,9,5,7,2,7,6,8,10
5297,6,1,0,2,0,1,8,7,5,10
5298,6,5,7,6,6,7,7,9,5,8
5299,6,5,5,6,7,3,7,7,8,11
5300,6,3,7,4,5,3,6,6,5,8
5301,6,3,5,4,4,2,6,6,5,10
5302,6,4,7,6,5,5,7,8,5,8
5303,6,3,4,4,3,2,6,6,5,8
5304,6,7,10,7,8,5,5,7,6,10
5305,6,3,5,4,4,3,6,7,5,10
5306,6,4,7,5,5,3,6,7,7,9
5307,6,3,8,4,6,3,6,6,5,8
5308,6,3,6,5,5,5,7,8,5,7
5309,6,5,7,6,5,6,7,6,5,7
5310,6,5,9,7,7,4,6,7,7,7
5311,6,5,9,4,4,3,9,3,5,8
5312,6,3,7,4,5,3,6,6,5,8
5313,6,5,8,6,6,4,6,7,5,9
5314,6,5,11,7,8,9,8,7,5,12
5315,6,6,10,7,8,4,6,7,7,9
5316,6,3,4,4,3,2,7,6,6,9
5317,6,3,7,4,5,3,6,5,5,7
5318,6,4,8,5,6,2,8,6,8,10
5319,6,3,8,5,6,4,8,7,7,11
5320,6,4,4,5,6,3,7,5,7,11
5321,6,6,11,7,8,6,7,7,8,11
5322,6,2,0,2,1,1,8,7,6,10
5323,6,9,15,8,8,5,10,3,3,9
5324,6,6,9,8,7,10,8,7,4,13
5325,6,2,1,2,2,1,8,6,6,10
5326,6,4,7,5,5,2,7,6,7,11
5327,6,4,7,5,5,2,7,6,7,11
5328,6,4,11,6,8,6,7,6,7,9
5329,6,5,11,7,8,6,7,6,7,12
5330,6,2,4,3,3,2,7,7,5,9
5331,6,4,7,5,5,5,8,5,4,10
5332,6,3,5,5,4,5,7,8,5,8
5333,6,6,10,7,8,6,7,7,8,11
5334,6,1,3,2,1,1,7,7,5,9
5335,6,7,10,6,6,4,8,7,4,8
5336,6,2,3,3,2,2,7,7,5,9
5337,6,2,2,3,4,2,7,6,6,9
5338,6,4,5,5,8,3,7,6,8,11
5339,6,5,10,6,8,5,5,7,6,10
5340,6,4,11,5,9,3,8,8,9,11
5341,6,5,5,6,8,3,7,6,8,11
5342,6,4,9,5,6,6,8,5,4,11
5343,6,5,11,5,8,4,5,6,7,8
5344,6,4,7,5,5,2,8,6,7,11
5345,6,3,3,4,5,2,7,8,8,11
5346,6,3,4,4,2,2,6,7,5,9
5347,6,2,1,3,2,2,7,6,6,9
5348,6,3,8,5,6,4,6,6,6,9
5349,6,5,10,6,7,3,7,5,8,11
5350,6,3,7,5,5,6,7,6,4,10
5351,6,4,11,5,8,5,7,7,8,10
5352,6,3,4,4,2,2,6,7,5,8
5353,6,2,1,3,1,1,8,6,6,10
5354,6,4,7,4,5,3,5,7,5,10
5355,6,2,1,4,2,2,7,7,6,9
5356,6,4,5,5,8,2,7,6,8,11
5357,6,5,11,5,8,5,5,7,5,9
5358,6,6,8,8,7,8,7,8,5,8
5359,6,5,10,6,7,5,6,5,6,7
5360,6,3,7,4,5,2,8,7,8,10
5361,6,5,9,4,4,3,7,8,4,7
5362,6,5,6,6,6,7,7,9,6,7
5363,6,3,7,4,5,2,6,6,6,9
5364,6,5,9,4,4,3,7,8,3,7
5365,6,7,10,7,7,5,7,6,7,9
5366,6,3,7,5,5,5,8,9,6,7
5367,6,5,11,4,6,3,8,7,5,8
5368,6,7,10,7,7,5,5,7,7,9
5369,6,4,3,5,5,2,8,5,7,10
5370,6,2,3,2,2,1,6,8,5,9
5371,6,6,10,6,8,4,6,7,6,9
5372,6,5,10,7,7,8,7,4,5,6
5373,6,4,5,5,4,3,6,7,5,9
5374,6,4,5,5,3,3,7,6,6,8
5375,6,1,3,2,1,1,7,7,5,9
5376,6,4,8,5,6,2,7,6,7,11
5377,6,6,11,5,6,4,8,5,4,8
5378,6,6,11,7,9,5,6,7,8,7
5379,6,4,9,5,7,4,5,7,6,10
5380,6,4,9,5,7,6,7,7,6,7
5381,6,5,9,7,8,8,7,6,6,7
5382,6,4,8,6,6,3,8,8,8,11
5383,6,3,6,4,4,2,6,6,5,8
5384,6,3,5,4,7,3,7,7,8,11
5385,6,4,9,6,7,6,7,8,6,8
5386,6,4,7,6,5,3,6,6,6,8
5387,6,4,8,5,6,6,8,7,4,11
5388,6,2,3,3,2,1,7,7,5,10
5389,6,2,1,4,2,2,7,7,5,9
5390,6,2,4,4,3,2,7,6,6,9
5391,6,3,7,5,5,5,8,5,4,10
5392,6,3,8,4,6,4,8,7,7,11
5393,6,2,4,3,6,2,7,7,8,11
5394,6,5,10,6,7,5,6,6,6,9
5395,6,4,9,6,7,6,7,5,6,8
5396,6,4,8,6,6,6,8,5,4,11
5397,6,4,8,6,6,5,7,6,6,8
5398,6,6,10,8,7,6,6,6,6,9
5399,6,5,10,6,8,8,9,6,5,10
5400,6,5,10,6,7,3,7,5,8,10
5401,6,5,7,5,5,3,6,7,6,9
5402,6,4,7,5,5,3,6,7,6,9
5403,6,4,9,6,6,6,7,7,6,7
5404,6,2,1,3,1,1,8,6,6,10
5405,6,4,7,4,5,2,7,6,6,10
5406,6,2,4,3,3,2,6,6,6,8
5407,6,5,10,6,7,4,6,7,7,9
5408,6,4,6,6,4,3,6,6,5,8
5409,6,10,14,8,8,4,11,4,4,10
5410,6,5,9,6,7,3,8,6,8,10
5411,6,3,3,4,4,2,7,8,7,11
5412,7,6,8,9,6,7,6,9,3,6
5413,7,5,9,7,7,6,6,8,3,7
5414,7,4,7,5,5,4,8,8,6,8
5415,7,5,6,8,4,4,6,7,3,7
5416,7,3,5,5,7,5,9,10,3,7
5417,7,6,9,6,4,3,9,6,4,9
5418,7,3,7,4,5,4,8,7,5,8
5419,7,6,7,8,5,5,5,9,3,7
5420,7,6,11,6,8,3,7,7,15,8
5421,7,4,4,5,5,2,7,7,15,8
5422,7,7,10,7,5,3,8,7,4,9
5423,7,7,10,10,8,9,7,8,3,8
5424,7,7,9,10,7,6,5,8,4,6
5425,7,5,10,8,8,7,7,8,2,7
5426,7,4,10,6,7,6,6,7,5,11
5427,7,3,4,5,2,2,7,6,3,8
5428,7,2,4,3,3,3,7,7,5,8
5429,7,3,5,6,4,3,9,7,3,9
5430,7,4,5,6,4,4,7,7,3,8
5431,7,4,8,6,6,6,7,7,5,7
5432,7,5,8,8,6,5,6,8,4,6
5433,7,5,10,5,7,3,7,10,15,8
5434,7,4,4,6,3,3,8,7,3,8
5435,7,4,6,6,4,5,7,8,5,8
5436,7,5,11,6,8,3,7,5,15,8
5437,7,3,3,4,2,2,7,8,6,7
5438,7,8,10,11,8,6,7,8,3,7
5439,7,1,1,2,1,1,7,7,11,8
5440,7,3,2,5,3,3,7,7,6,8
5441,7,4,8,4,5,2,7,8,15,8
5442,7,9,12,9,7,6,10,6,4,8
5443,7,2,1,2,1,2,8,8,6,8
5444,7,5,9,8,7,7,8,8,5,7
5445,7,1,1,2,1,1,7,7,11,8
5446,7,5,10,5,7,3,7,6,15,8
5447,7,6,10,9,8,7,9,7,7,6
5448,7,3,3,5,2,2,9,6,3,9
5449,7,3,2,5,3,3,8,7,6,7
5450,7,3,6,4,4,5,9,9,4,6
5451,7,3,7,4,4,2,7,6,14,8
5452,7,4,8,5,6,5,8,7,5,7
5453,7,3,4,4,6,2,7,6,15,8
5454,7,6,6,6,8,3,7,8,15,8
5455,7,3,8,4,6,4,7,7,13,8
5456,7,4,8,5,6,7,8,8,5,8
5457,7,6,7,9,5,5,8,7,3,8
5458,7,5,6,7,4,5,9,6,3,9
5459,7,4,4,4,6,2,7,10,15,8
5460,7,4,2,5,4,4,8,7,6,8
5461,7,4,7,5,5,4,9,7,7,5
5462,7,5,6,7,4,4,5,8,4,7
5463,7,7,11,7,6,5,7,7,3,8
5464,7,7,10,10,7,8,7,8,2,8
5465,7,9,15,8,8,5,6,7,5,9
5466,7,6,9,9,6,5,8,7,3,7
5467,7,5,10,7,8,10,8,9,5,8
5468,7,3,7,4,5,4,8,7,6,7
5469,7,7,10,9,8,6,10,5,3,9
5470,7,2,3,3,2,2,7,7,5,8
5471,7,3,8,4,6,3,8,7,13,8
5472,7,4,6,6,4,6,8,8,4,8
5473,7,3,6,4,4,2,7,8,14,8
5474,7,3,7,4,4,2,7,7,14,8
5475,7,3,2,4,3,3,8,7,5,7
5476,7,4,7,6,5,4,8,8,3,7
5477,7,3,2,4,4,3,7,7,5,8
5478,7,4,9,5,6,2,7,6,15,8
5479,7,3,1,4,2,3,7,7,6,8
5480,7,7,9,10,7,8,6,8,2,8
5481,7,3,7,3,4,2,7,6,14,8
5482,7,3,6,5,4,6,9,7,4,7
5483,7,6,11,9,9,8,10,6,3,10
5484,7,4,10,4,7,2,7,7,15,8
5485,7,5,11,5,8,3,7,6,15,8
5486,7,6,11,6,8,6,8,5,14,8
5487,7,4,7,6,5,8,8,7,4,8
5488,7,7,10,7,5,5,6,8,4,7
5489,7,1,0,1,0,0,7,8,10,8
5490,7,6,8,9,6,5,5,8,4,6
5491,7,6,7,9,10,8,7,11,5,4
5492,7,6,7,8,5,5,7,7,3,7
5493,7,3,7,5,5,3,6,7,3,6
5494,7,5,9,7,6,4,7,6,3,7
5495,7,3,9,4,7,4,8,9,13,8
5496,7,8,10,11,8,9,8,7,2,8
5497,7,1,0,2,1,0,7,7,11,8
5498,7,3,4,4,3,3,7,7,6,8
5499,7,4,7,6,5,5,6,6,7,10
5500,7,8,12,7,6,4,9,9,4,8
5501,7,5,11,5,8,3,7,9,15,8
5502,7,3,6,4,4,2,7,7,14,8
5503,7,4,5,5,3,3,7,7,6,8
5504,7,6,9,9,7,7,8,6,2,8
5505,7,6,11,6,8,6,7,9,14,8
5506,7,5,9,6,6,3,7,10,15,8
5507,7,1,0,2,0,0,7,8,11,8
5508,7,7,12,8,6,5,11,6,3,8
5509,7,3,6,4,4,3,7,6,12,8
5510,7,3,7,5,5,4,8,7,6,7
5511,7,1,0,2,0,0,7,8,11,8
5512,7,2,1,2,2,2,7,8,5,8
5513,7,4,5,4,8,3,7,8,15,8
5514,7,5,7,6,5,5,7,10,8,9
5515,7,6,9,9,7,7,8,6,2,7
5516,7,5,5,6,7,3,7,7,15,8
5517,7,2,3,4,2,2,6,8,2,7
5518,7,7,9,7,4,3,8,8,4,8
5519,7,3,5,4,4,4,7,8,6,8
5520,7,5,10,7,8,7,8,8,7,7
5521,7,4,8,6,6,4,10,5,3,10
5522,7,5,8,8,6,5,7,7,3,7
5523,7,4,9,5,7,4,7,8,13,8
5524,7,2,1,3,2,2,6,8,6,8
5525,7,6,11,9,8,9,7,7,6,8
5526,7,8,11,12,8,10,9,6,3,8
5527,7,4,7,5,5,4,8,6,13,8
5528,7,4,7,6,5,5,7,8,5,9
5529,7,7,13,8,7,6,8,8,3,8
5530,7,3,7,6,5,3,4,8,3,6
5531,7,2,1,3,1,2,6,7,5,8
5532,7,3,3,5,2,3,7,8,2,7
5533,7,6,9,8,7,7,6,7,5,11
5534,7,6,10,6,6,4,5,8,3,8
5535,7,4,7,4,5,2,7,7,14,8
5536,7,3,4,3,5,2,7,7,14,8
5537,7,5,9,8,7,5,6,8,3,7
5538,7,8,14,7,8,4,8,8,4,8
5539,7,5,6,8,8,6,9,11,4,6
5540,7,3,9,4,6,2,7,8,15,8
5541,7,5,11,5,8,5,7,8,14,8
5542,7,7,10,10,8,6,10,6,3,9
5543,7,4,7,6,5,4,6,8,3,7
5544,7,4,7,4,4,2,7,10,14,8
5545,7,5,9,7,7,6,5,8,3,5
5546,7,6,8,9,6,6,10,6,3,10
5547,7,4,5,6,7,5,9,10,3,6
5548,7,3,7,4,5,2,7,9,14,8
5549,7,4,9,4,7,4,7,7,13,8
5550,7,3,4,4,6,4,11,5,2,11
5551,7,7,9,10,7,8,10,6,3,9
5552,7,4,8,5,5,2,7,5,15,8
5553,7,6,7,9,9,8,9,12,3,6
5554,7,8,13,8,7,4,11,7,4,8
5555,7,4,4,5,6,2,7,6,15,8
5556,7,4,8,4,6,2,7,9,15,8
5557,7,4,2,5,3,4,7,7,6,9
5558,7,3,5,4,4,4,9,7,6,7
5559,7,4,8,5,6,5,6,7,5,11
5560,7,5,10,7,8,8,7,7,6,8
5561,7,5,6,7,4,5,5,9,3,6
5562,7,4,5,6,4,4,7,7,3,7
5563,7,7,11,10,8,7,4,9,4,7
5564,7,7,11,9,8,8,8,7,2,8
5565,7,11,14,10,8,5,8,7,4,9
5566,7,3,6,4,4,5,9,8,4,6
5567,7,5,9,6,6,2,7,6,15,8
